X1,X2,X3,X4,X5,Y1,Y2,Y3,Y4,Y5
0.5423821,0.7787636,0.74466753,0.00645803,0.08134597,1.0,0.0,0.0,0.0,0.0
0.61143786,0.78686273,0.72738427,-0.01316653,0.043883685,1.0,0.0,0.0,0.0,0.0
0.5636562,0.7288616,0.8357091,0.04751348,0.3309503,1.0,0.0,0.0,0.0,0.0
0.5526842,0.70580715,0.8548531,0.03220403,0.054612283,1.0,0.0,0.0,0.0,0.0
0.6628233,0.6955198,0.9025114,0.04163787,0.11713061,1.0,0.0,0.0,0.0,0.0
0.65522265,0.7039001,0.8398363,0.005109303,0.30398932,1.0,0.0,0.0,0.0,0.0
0.669003,0.70837814,0.78615534,-0.0065336754,0.3669961,1.0,0.0,0.0,0.0,0.0
0.69908535,0.7100633,0.88632,0.012175241,0.15517329,1.0,0.0,0.0,0.0,0.0
0.59443736,0.700084,0.8399673,0.052181903,0.25973126,1.0,0.0,0.0,0.0,0.0
0.6216784,0.77218676,0.7361602,-0.028891774,0.24841538,1.0,0.0,0.0,0.0,0.0
0.63220304,0.7352629,0.8014067,-0.0032071092,0.33386844,1.0,0.0,0.0,0.0,0.0
0.70624936,0.6879016,0.8602662,-0.002092577,0.29875657,1.0,0.0,0.0,0.0,0.0
0.5948986,0.6798995,0.8412901,0.024595406,0.25689948,1.0,0.0,0.0,0.0,0.0
0.6778347,0.6468929,0.920817,0.045066673,0.4068616,1.0,0.0,0.0,0.0,0.0
0.6062098,0.7035265,0.7669271,-0.02381742,0.36613908,1.0,0.0,0.0,0.0,0.0
0.6191834,0.6870125,0.9382172,0.08447959,0.17533228,1.0,0.0,0.0,0.0,0.0
0.62744,0.7259006,0.8409311,0.03731038,0.20489182,1.0,0.0,0.0,0.0,0.0
0.68867326,0.6629316,0.9208773,0.01703996,0.22531678,1.0,0.0,0.0,0.0,0.0
0.5569674,0.78922755,0.7343643,-0.004407944,0.10769077,1.0,0.0,0.0,0.0,0.0
0.5952154,0.72705853,0.870781,0.04643913,0.14861666,1.0,0.0,0.0,0.0,0.0
0.6507323,0.7437502,0.7804849,-0.030745616,0.24205244,1.0,0.0,0.0,0.0,0.0
0.58578426,0.776788,0.7042402,-0.0064289486,0.3814497,1.0,0.0,0.0,0.0,0.0
0.57173693,0.7831857,0.76322263,0.009991452,0.0822048,1.0,0.0,0.0,0.0,0.0
0.6165527,0.7545676,0.758523,-0.02659219,0.41034082,1.0,0.0,0.0,0.0,0.0
0.68877506,0.7286866,0.8693302,0.016012616,0.06935068,1.0,0.0,0.0,0.0,0.0
0.6163362,0.75108194,0.82149196,0.051811565,0.30035296,1.0,0.0,0.0,0.0,0.0
0.64254206,0.7007928,0.86158514,0.033955667,0.24100012,1.0,0.0,0.0,0.0,0.0
0.6060251,0.7760649,0.7459373,-0.046536397,-0.059399314,1.0,0.0,0.0,0.0,0.0
0.63406354,0.7066805,0.84713286,0.016607603,0.24244206,1.0,0.0,0.0,0.0,0.0
0.5826846,0.7427532,0.7109863,-0.04894561,0.23206478,1.0,0.0,0.0,0.0,0.0
0.6353719,0.72841537,0.8840064,0.07654657,0.23777537,1.0,0.0,0.0,0.0,0.0
0.5905087,0.7557647,0.83950853,0.060645618,0.13567895,1.0,0.0,0.0,0.0,0.0
0.564946,0.713345,0.83869004,0.04956713,0.16566177,1.0,0.0,0.0,0.0,0.0
0.5603447,0.7923125,0.706304,0.003510843,0.22278698,1.0,0.0,0.0,0.0,0.0
0.5710558,0.7502632,0.82361984,0.020350581,0.017121948,1.0,0.0,0.0,0.0,0.0
0.63711685,0.68885845,0.86377907,0.051917955,0.31732598,1.0,0.0,0.0,0.0,0.0
0.64257586,0.7026326,0.80378985,-0.01659369,0.27042872,1.0,0.0,0.0,0.0,0.0
0.6322709,0.7067653,0.9081984,0.009690019,0.07841123,1.0,0.0,0.0,0.0,0.0
0.6024707,0.76319635,0.7757435,0.03474948,0.21032041,1.0,0.0,0.0,0.0,0.0
0.61119616,0.7449158,0.8482167,0.00846427,-0.13273579,1.0,0.0,0.0,0.0,0.0
0.6163612,0.73596144,0.8831422,0.043331653,0.08182739,1.0,0.0,0.0,0.0,0.0
0.6513462,0.6949357,0.8392165,0.003099831,0.17360626,1.0,0.0,0.0,0.0,0.0
0.64464384,0.6855774,0.8310353,0.0055350554,0.38006687,1.0,0.0,0.0,0.0,0.0
0.61456835,0.74506664,0.83491296,0.0394537,0.15191688,1.0,0.0,0.0,0.0,0.0
0.63488257,0.7041604,0.93410087,0.04966021,0.005581503,1.0,0.0,0.0,0.0,0.0
0.5986525,0.71597946,0.7942303,-0.021638563,0.32933867,1.0,0.0,0.0,0.0,0.0
0.6268275,0.696767,0.9270413,0.042537376,0.20789509,1.0,0.0,0.0,0.0,0.0
0.612248,0.7077804,0.92031753,0.053767942,0.08583028,1.0,0.0,0.0,0.0,0.0
0.6536499,0.72071135,0.81346583,-0.046034552,0.116207466,1.0,0.0,0.0,0.0,0.0
0.65183485,0.74468577,0.8128645,0.020623732,0.26717654,1.0,0.0,0.0,0.0,0.0
0.68311644,0.7433286,0.77857566,-0.026639204,0.32590473,1.0,0.0,0.0,0.0,0.0
0.67625153,0.7065192,0.84164774,0.0020958688,0.19645973,1.0,0.0,0.0,0.0,0.0
0.60247153,0.7094201,0.8683434,0.036401648,0.24728487,1.0,0.0,0.0,0.0,0.0
0.632082,0.68826175,0.91353947,0.031651992,0.16438875,1.0,0.0,0.0,0.0,0.0
0.72347057,0.6684051,0.9341778,0.053668167,0.2872683,1.0,0.0,0.0,0.0,0.0
0.6750729,0.6908705,0.92572635,0.033857964,0.3023699,1.0,0.0,0.0,0.0,0.0
0.6725888,0.6835572,0.9809869,0.067855105,0.18496738,1.0,0.0,0.0,0.0,0.0
0.6313279,0.72186816,0.9279487,0.033382844,-0.106313996,1.0,0.0,0.0,0.0,0.0
0.6570928,0.6468474,0.9972697,0.10868492,0.17423847,1.0,0.0,0.0,0.0,0.0
0.6227775,0.70813733,0.9027306,0.039555524,0.17248844,1.0,0.0,0.0,0.0,0.0
0.5930392,0.77068824,0.77691287,-0.01863759,-0.010044494,1.0,0.0,0.0,0.0,0.0
0.6264014,0.66587466,0.9708181,0.111290865,0.28999498,1.0,0.0,0.0,0.0,0.0
0.57746786,0.7528946,0.8871896,0.092228286,0.09708008,1.0,0.0,0.0,0.0,0.0
0.65962183,0.74911696,0.803196,-0.007707366,0.18392447,1.0,0.0,0.0,0.0,0.0
0.6306637,0.7154576,0.8169454,-0.013127663,0.26128346,1.0,0.0,0.0,0.0,0.0
0.6011341,0.707604,0.8038104,-0.02069922,0.26446655,1.0,0.0,0.0,0.0,0.0
0.6093047,0.7499906,0.84701115,0.028684352,0.13325189,1.0,0.0,0.0,0.0,0.0
0.74178594,0.6633292,0.9528575,0.026683914,0.36766425,1.0,0.0,0.0,0.0,0.0
0.6078349,0.7200923,0.87175566,0.0426619,0.097433336,1.0,0.0,0.0,0.0,0.0
0.53604347,0.7226002,0.81646335,0.054340553,0.2506419,1.0,0.0,0.0,0.0,0.0
0.6462954,0.7457003,0.79195815,0.00033577872,0.23848414,1.0,0.0,0.0,0.0,0.0
0.6423553,0.71167177,0.90102017,0.013567232,0.24468432,1.0,0.0,0.0,0.0,0.0
0.61311656,0.693734,0.8360661,0.017731091,0.37392825,1.0,0.0,0.0,0.0,0.0
0.58576494,0.75449264,0.751335,0.012083984,0.21742925,1.0,0.0,0.0,0.0,0.0
0.59168965,0.8036835,0.71910256,0.008034051,0.2462631,1.0,0.0,0.0,0.0,0.0
0.6326443,0.76132894,0.77040213,-0.00071143376,0.117058836,1.0,0.0,0.0,0.0,0.0
0.5744408,0.76970136,0.74721795,-0.012242806,0.16774517,1.0,0.0,0.0,0.0,0.0
0.51725906,0.761781,0.7294634,0.014260528,0.1890568,1.0,0.0,0.0,0.0,0.0
0.5618413,0.7497794,0.7854552,0.02826468,0.13300136,1.0,0.0,0.0,0.0,0.0
0.5692583,0.74720365,0.82113475,0.040803716,0.17380802,1.0,0.0,0.0,0.0,0.0
0.58603144,0.71690714,0.8193938,0.035035674,0.26792994,1.0,0.0,0.0,0.0,0.0
0.63836235,0.7489006,0.82497495,0.009297425,0.16000694,1.0,0.0,0.0,0.0,0.0
0.71464485,0.7277068,0.80940986,-0.06215631,0.19138187,1.0,0.0,0.0,0.0,0.0
0.6295542,0.6639045,0.99080366,0.119274735,0.2180504,1.0,0.0,0.0,0.0,0.0
0.6081621,0.7543972,0.8188004,0.01777685,0.079794414,1.0,0.0,0.0,0.0,0.0
0.63456714,0.77545816,0.6890747,-0.017694058,0.23845063,1.0,0.0,0.0,0.0,0.0
0.5900877,0.75716573,0.83100975,0.015357948,0.027904194,1.0,0.0,0.0,0.0,0.0
0.59093106,0.694422,0.9346219,0.06782846,0.09136023,1.0,0.0,0.0,0.0,0.0
0.7099691,0.69734687,0.87731373,0.023856642,0.34341565,1.0,0.0,0.0,0.0,0.0
0.5750728,0.7685097,0.7649029,0.003300593,0.1864845,1.0,0.0,0.0,0.0,0.0
0.6320448,0.7055412,0.81382287,0.015939308,0.38611707,1.0,0.0,0.0,0.0,0.0
0.63235855,0.72426087,0.83187693,0.012282178,0.1953435,1.0,0.0,0.0,0.0,0.0
0.6823581,0.7336839,0.80345154,8.224333e-05,0.26838613,1.0,0.0,0.0,0.0,0.0
0.5949693,0.7344693,0.8287186,0.015235526,0.03073918,1.0,0.0,0.0,0.0,0.0
0.65662396,0.6976851,0.87971544,0.039909728,0.27647793,1.0,0.0,0.0,0.0,0.0
0.62502015,0.7353373,0.84168124,0.012071344,0.1577587,1.0,0.0,0.0,0.0,0.0
0.6487557,0.7247121,0.7686217,-0.00011805765,0.30853453,1.0,0.0,0.0,0.0,0.0
0.7031513,0.6707844,0.91230685,0.048052393,0.27012044,1.0,0.0,0.0,0.0,0.0
0.64294636,0.73856723,0.8356745,0.00040046973,0.17222333,1.0,0.0,0.0,0.0,0.0
0.58429223,0.75159913,0.76797974,0.005050382,0.14381056,1.0,0.0,0.0,0.0,0.0
0.6408882,0.7032855,0.83281296,-0.036408745,0.21073207,1.0,0.0,0.0,0.0,0.0
0.6947476,0.6776232,0.9733564,0.05760892,0.12482709,1.0,0.0,0.0,0.0,0.0
0.62745756,0.7116858,0.8865218,0.025369203,0.13272814,1.0,0.0,0.0,0.0,0.0
0.63579386,0.72379017,0.84894264,0.013738454,0.070044935,1.0,0.0,0.0,0.0,0.0
0.6378381,0.6912585,0.93787175,0.057211645,0.20163628,1.0,0.0,0.0,0.0,0.0
0.6941705,0.68424624,0.87389505,0.033341657,0.39918807,1.0,0.0,0.0,0.0,0.0
0.6256144,0.72872853,0.79648477,0.020732276,0.26985762,1.0,0.0,0.0,0.0,0.0
0.66921234,0.6909442,0.95277834,0.06719048,-0.04147565,1.0,0.0,0.0,0.0,0.0
0.616679,0.7656273,0.7547422,-0.027772184,0.19669925,1.0,0.0,0.0,0.0,0.0
0.6835938,0.7207951,0.8455636,0.015193515,0.3090854,1.0,0.0,0.0,0.0,0.0
0.61677843,0.7401606,0.8095402,0.02504694,0.26644728,1.0,0.0,0.0,0.0,0.0
0.56608635,0.7347092,0.76629126,0.005637366,0.07554103,1.0,0.0,0.0,0.0,0.0
0.6193022,0.758519,0.79910254,0.036220185,0.21933475,1.0,0.0,0.0,0.0,0.0
0.6022444,0.68077046,1.0216442,0.12371431,0.117373735,1.0,0.0,0.0,0.0,0.0
0.64585006,0.7041775,0.85441166,-0.0331277,0.060495794,1.0,0.0,0.0,0.0,0.0
0.60686225,0.71332717,0.88560283,0.05911248,0.13124071,1.0,0.0,0.0,0.0,0.0
0.5759573,0.7695196,0.7593853,0.009012306,0.18414167,1.0,0.0,0.0,0.0,0.0
0.6192434,0.7484642,0.80643666,0.010339743,0.09899964,1.0,0.0,0.0,0.0,0.0
0.62571913,0.75151896,0.7736911,-0.0012043653,0.2814238,1.0,0.0,0.0,0.0,0.0
0.75944877,0.64423287,0.9553957,0.01671449,0.24520312,1.0,0.0,0.0,0.0,0.0
0.6315645,0.73150074,0.808239,0.0027451806,0.22036412,1.0,0.0,0.0,0.0,0.0
0.6118181,0.7054662,0.83546525,0.0015338702,0.25400284,1.0,0.0,0.0,0.0,0.0
0.6230477,0.7353407,0.78739715,-0.0486739,0.14179915,1.0,0.0,0.0,0.0,0.0
0.64954364,0.7476778,0.7181893,-0.040948592,0.3602458,1.0,0.0,0.0,0.0,0.0
0.6259748,0.72111595,0.9255046,0.041612346,0.03355536,1.0,0.0,0.0,0.0,0.0
0.6420528,0.65899974,0.9610577,0.099581525,0.2718326,1.0,0.0,0.0,0.0,0.0
0.6122625,0.6875046,0.90915793,0.07775219,0.15289338,1.0,0.0,0.0,0.0,0.0
0.56917936,0.731766,0.8286865,0.058143355,0.23848715,1.0,0.0,0.0,0.0,0.0
0.62075657,0.70181286,0.87518585,0.049007148,0.18257153,1.0,0.0,0.0,0.0,0.0
0.6334462,0.72903943,0.8856193,0.075514264,0.06466315,1.0,0.0,0.0,0.0,0.0
0.66857624,0.68641,0.83988076,-0.01130406,0.28514597,1.0,0.0,0.0,0.0,0.0
0.6367955,0.7132358,0.79492104,-0.015039851,0.1597208,1.0,0.0,0.0,0.0,0.0
0.688402,0.67782277,0.94082075,0.06023998,0.22127905,1.0,0.0,0.0,0.0,0.0
0.5620348,0.7074716,0.8992844,0.06823356,0.1718102,1.0,0.0,0.0,0.0,0.0
0.6050843,0.6473078,0.9144563,0.07176577,0.3503873,1.0,0.0,0.0,0.0,0.0
0.7001215,0.70183724,0.7933654,0.020097185,0.59437066,1.0,0.0,0.0,0.0,0.0
0.56476945,0.75792974,0.780004,-0.00081966515,-0.025581516,1.0,0.0,0.0,0.0,0.0
0.58561814,0.7502987,0.7698994,-0.016207935,0.15561028,1.0,0.0,0.0,0.0,0.0
0.7299933,0.68566686,0.9306131,0.017413603,0.12678848,1.0,0.0,0.0,0.0,0.0
0.5782964,0.7614258,0.7781271,0.008971462,0.19907488,1.0,0.0,0.0,0.0,0.0
0.70867354,0.7162311,0.8331465,-0.004703236,0.38214004,1.0,0.0,0.0,0.0,0.0
0.62696016,0.76737815,0.81929886,0.028878516,0.021078715,1.0,0.0,0.0,0.0,0.0
0.575493,0.71693355,0.89411336,0.06447683,0.22556636,1.0,0.0,0.0,0.0,0.0
0.6192073,0.7270555,0.8216855,0.040665857,0.3476028,1.0,0.0,0.0,0.0,0.0
0.63168186,0.7071076,0.8474307,0.012994339,0.2728222,1.0,0.0,0.0,0.0,0.0
0.66530246,0.75549924,0.8294777,-0.014868195,0.17096494,1.0,0.0,0.0,0.0,0.0
0.62923807,0.70202833,0.8633307,0.025897317,0.22475491,1.0,0.0,0.0,0.0,0.0
0.6298586,0.7186662,0.82561076,0.03687934,0.4007025,1.0,0.0,0.0,0.0,0.0
0.6462515,0.7174781,0.90841866,0.04172291,0.09094439,1.0,0.0,0.0,0.0,0.0
0.62640655,0.75355136,0.7837039,0.0072053825,0.21632311,1.0,0.0,0.0,0.0,0.0
0.6331619,0.6628885,0.99648166,0.11238388,0.12226786,1.0,0.0,0.0,0.0,0.0
0.52352536,0.8184786,0.6864558,0.007817235,0.15134339,1.0,0.0,0.0,0.0,0.0
0.6409094,0.7523783,0.8105051,-0.030257871,0.1360747,1.0,0.0,0.0,0.0,0.0
0.6102685,0.73703206,0.8248429,0.027344886,0.14726238,1.0,0.0,0.0,0.0,0.0
0.600877,0.70379657,0.9172824,0.06877306,0.1554915,1.0,0.0,0.0,0.0,0.0
0.6661532,0.6725472,0.87022984,0.012211912,0.38038087,1.0,0.0,0.0,0.0,0.0
0.5887876,0.71864873,0.86880285,0.05409929,0.19325197,1.0,0.0,0.0,0.0,0.0
0.65224266,0.74356544,0.7285403,-0.040172182,0.3662141,1.0,0.0,0.0,0.0,0.0
0.5549574,0.75849706,0.82754964,0.0117065385,-0.01623885,1.0,0.0,0.0,0.0,0.0
0.6006893,0.75638795,0.73513174,-0.044155233,0.27716488,1.0,0.0,0.0,0.0,0.0
0.64369625,0.7569358,0.82002926,0.022496665,0.18318628,1.0,0.0,0.0,0.0,0.0
0.57038504,0.74873316,0.8058022,0.035622355,0.09109122,1.0,0.0,0.0,0.0,0.0
0.6278104,0.77421737,0.7304662,-0.027231868,0.23524922,1.0,0.0,0.0,0.0,0.0
0.5868125,0.7523526,0.7998852,-0.03194872,0.18184051,1.0,0.0,0.0,0.0,0.0
0.6799879,0.7362124,0.8528342,0.004833588,0.08711481,1.0,0.0,0.0,0.0,0.0
0.6050072,0.7484548,0.87979287,0.03189167,0.12786362,1.0,0.0,0.0,0.0,0.0
0.5813356,0.7677882,0.7624601,-0.038666032,0.22879982,1.0,0.0,0.0,0.0,0.0
0.5750667,0.7260109,0.8142062,0.016787307,0.18636051,1.0,0.0,0.0,0.0,0.0
0.6374805,0.7809686,0.8050603,0.027542425,0.0912247,1.0,0.0,0.0,0.0,0.0
0.6677554,0.7000568,0.8621359,0.026570654,0.2146739,1.0,0.0,0.0,0.0,0.0
0.52636045,0.7561907,0.7487127,0.028404986,0.18183455,1.0,0.0,0.0,0.0,0.0
0.68260217,0.6838902,0.92801857,0.052690517,0.28232747,1.0,0.0,0.0,0.0,0.0
0.58470917,0.74437934,0.79821694,0.0038546135,0.117851585,1.0,0.0,0.0,0.0,0.0
0.6044597,0.7247337,0.79799473,-0.019053122,0.1391035,1.0,0.0,0.0,0.0,0.0
0.61234903,0.75988865,0.7524634,0.01722292,0.19438164,1.0,0.0,0.0,0.0,0.0
0.70131546,0.69633746,0.78608024,-0.02167568,0.30718488,1.0,0.0,0.0,0.0,0.0
0.6379651,0.78544694,0.72875166,-0.021878744,0.26555282,1.0,0.0,0.0,0.0,0.0
0.60886174,0.75612473,0.76791525,0.01187766,0.17148876,1.0,0.0,0.0,0.0,0.0
0.6269627,0.71537495,0.8165186,0.00890135,0.16311835,1.0,0.0,0.0,0.0,0.0
0.5574608,0.71180016,0.82232076,0.04984498,0.24944425,1.0,0.0,0.0,0.0,0.0
0.67481434,0.73190117,0.80176795,-0.04201766,0.21081914,1.0,0.0,0.0,0.0,0.0
0.60996497,0.7675367,0.73370886,0.009777493,0.31203213,1.0,0.0,0.0,0.0,0.0
0.64297146,0.69578874,0.8378741,0.006392887,0.29412338,1.0,0.0,0.0,0.0,0.0
0.56473064,0.7546878,0.75382096,0.00931189,0.276179,1.0,0.0,0.0,0.0,0.0
0.5472555,0.73776,0.8032997,-0.01678576,-0.14210321,1.0,0.0,0.0,0.0,0.0
0.5552772,0.7820046,0.8131836,0.02590174,-0.05639664,1.0,0.0,0.0,0.0,0.0
0.6313219,0.74602526,0.8385547,0.07371371,0.29316834,1.0,0.0,0.0,0.0,0.0
0.57663447,0.8145276,0.6461532,-0.06531088,0.21254955,1.0,0.0,0.0,0.0,0.0
0.63123286,0.72406566,0.83636916,-0.010263389,0.053972375,1.0,0.0,0.0,0.0,0.0
0.5559682,0.77758586,0.71111256,-0.051316477,0.12654757,1.0,0.0,0.0,0.0,0.0
0.6137784,0.691347,0.9023166,0.061907258,0.24710593,1.0,0.0,0.0,0.0,0.0
0.5993075,0.72572297,0.81512284,0.020414976,0.25300854,1.0,0.0,0.0,0.0,0.0
0.69085836,0.6775796,0.8836425,0.011901329,0.39806947,1.0,0.0,0.0,0.0,0.0
0.6079062,0.75972676,0.7463829,-0.034428947,0.30525485,1.0,0.0,0.0,0.0,0.0
0.6590625,0.72649944,0.8320082,-0.0060405666,0.2841349,1.0,0.0,0.0,0.0,0.0
0.67007166,0.65295464,0.9013598,0.020314915,0.44077745,1.0,0.0,0.0,0.0,0.0
0.63999283,0.756734,0.7576546,-0.011955922,0.2184155,1.0,0.0,0.0,0.0,0.0
0.54789656,0.767942,0.76757574,-0.00035193868,0.03724222,1.0,0.0,0.0,0.0,0.0
0.59242415,0.75454134,0.74180967,-0.002604333,0.23814365,1.0,0.0,0.0,0.0,0.0
0.61450136,0.7035974,0.8333631,0.004306613,0.16400804,1.0,0.0,0.0,0.0,0.0
0.5953915,0.71895915,0.7789431,-0.037828155,-0.020391813,1.0,0.0,0.0,0.0,0.0
0.64627516,0.68667346,0.9064267,0.035427734,0.26508972,1.0,0.0,0.0,0.0,0.0
0.63951766,0.7620129,0.7844895,0.004390342,0.18067628,1.0,0.0,0.0,0.0,0.0
0.58692837,0.69079506,0.8314262,0.060706187,0.27375072,1.0,0.0,0.0,0.0,0.0
0.64490706,0.7180254,0.8757059,0.028054845,0.14753903,1.0,0.0,0.0,0.0,0.0
0.6497036,0.7045568,0.87812537,0.05960385,0.3300447,1.0,0.0,0.0,0.0,0.0
0.59992963,0.7277396,0.8921618,0.020717084,0.0210239,1.0,0.0,0.0,0.0,0.0
0.6869578,0.6977724,0.88674915,0.041529156,0.464419,1.0,0.0,0.0,0.0,0.0
0.66291577,0.69137824,0.88914555,0.015563504,0.21969905,1.0,0.0,0.0,0.0,0.0
0.52498037,0.73932725,0.8371917,0.06501785,0.002404356,1.0,0.0,0.0,0.0,0.0
0.64491093,0.72193056,0.88479155,0.04218576,0.095602214,1.0,0.0,0.0,0.0,0.0
0.58765733,0.7048248,0.87850523,0.06843862,0.17615311,1.0,0.0,0.0,0.0,0.0
0.6109488,0.7148397,0.7558385,-0.045747247,0.2532367,1.0,0.0,0.0,0.0,0.0
0.63738227,0.69445384,0.8315143,-0.014544447,0.31237262,1.0,0.0,0.0,0.0,0.0
0.63537043,0.7244579,0.86932164,0.05117163,0.15775023,1.0,0.0,0.0,0.0,0.0
0.55408406,0.7131574,0.8942163,0.08126159,0.013012872,1.0,0.0,0.0,0.0,0.0
0.6072478,0.7307612,0.8306956,0.022094846,0.11597608,1.0,0.0,0.0,0.0,0.0
0.6689449,0.6906576,0.8487245,-0.034136113,0.13780312,1.0,0.0,0.0,0.0,0.0
0.736121,0.65811175,1.0064638,0.051470626,0.2789631,1.0,0.0,0.0,0.0,0.0
0.5999464,0.71491396,0.86691403,0.045666885,0.2188603,1.0,0.0,0.0,0.0,0.0
0.6035933,0.75072515,0.7626765,0.008916972,0.3047155,1.0,0.0,0.0,0.0,0.0
0.6361611,0.68871135,0.8219539,-0.009586988,0.32094163,1.0,0.0,0.0,0.0,0.0
0.56164646,0.7679256,0.83576995,0.0369853,-0.01398107,1.0,0.0,0.0,0.0,0.0
0.5822807,0.74195355,0.76938534,0.022432439,0.32049966,1.0,0.0,0.0,0.0,0.0
0.63356936,0.71270275,0.9254537,0.01712778,0.027504427,1.0,0.0,0.0,0.0,0.0
0.6513909,0.7144901,0.9088791,0.031255994,0.108777195,1.0,0.0,0.0,0.0,0.0
0.6795684,0.6743003,0.9712358,0.028268475,0.08955909,1.0,0.0,0.0,0.0,0.0
0.682139,0.71579844,0.8485805,0.011170531,0.20641986,1.0,0.0,0.0,0.0,0.0
0.56327796,0.69055456,0.91806406,0.037860908,0.061093085,1.0,0.0,0.0,0.0,0.0
0.5505036,0.77253246,0.77031326,0.020107249,0.077996574,1.0,0.0,0.0,0.0,0.0
0.67515844,0.72752714,0.7760924,-0.03893367,0.33151278,1.0,0.0,0.0,0.0,0.0
0.60869145,0.7636929,0.71715224,-0.02090361,0.32984585,1.0,0.0,0.0,0.0,0.0
0.6381291,0.7262961,0.77341646,0.016815847,0.3752542,1.0,0.0,0.0,0.0,0.0
0.572645,0.71875906,0.7828342,-0.011578118,0.25526947,1.0,0.0,0.0,0.0,0.0
0.610678,0.73675114,0.8508743,0.019959943,0.15119396,1.0,0.0,0.0,0.0,0.0
0.6165485,0.7198012,0.85763675,0.02918621,0.12739056,1.0,0.0,0.0,0.0,0.0
0.6931931,0.6961107,0.88166994,0.008230474,0.15271978,1.0,0.0,0.0,0.0,0.0
0.6749618,0.6743565,0.92139256,0.041292664,0.34660044,1.0,0.0,0.0,0.0,0.0
0.6138147,0.7056226,0.84186244,0.026056552,0.23427096,1.0,0.0,0.0,0.0,0.0
0.564297,0.78210443,0.7217329,0.040216982,0.27513647,1.0,0.0,0.0,0.0,0.0
0.6137589,0.7322995,0.8325756,0.033761453,0.384577,1.0,0.0,0.0,0.0,0.0
0.5451399,0.73024446,0.7976352,0.032695245,0.16606319,1.0,0.0,0.0,0.0,0.0
0.64695495,0.6741179,0.96746075,0.078984134,0.20583914,1.0,0.0,0.0,0.0,0.0
0.5741154,0.72973293,0.83488554,0.020474106,0.16566005,1.0,0.0,0.0,0.0,0.0
0.5982789,0.71336204,0.8743648,0.02807952,0.17882925,1.0,0.0,0.0,0.0,0.0
0.5625794,0.7307831,0.91461945,0.06459836,-0.06359378,1.0,0.0,0.0,0.0,0.0
